"","Funcionarios.relacionados","Estado.del.concurso","Fecha.hora.de.publicación","Cartel","Número.de.procedimiento","Número.de.SICOP","Nombre.de.la.institución","Concurso.confidencial","Encargado.de.publicación..gestión.de.objeciones.y.apertura","Elaborador","Encargado.de.solicitar.estudio.de.ofertas.recomendación.del.acto.final","Registro.del.pliego.de.condiciones","Versiones.del.cartel","Versión.en.consulta","Descripción.del.procedimiento","Clasificación.del.objeto","Tipo.de.procedimiento","Tipo.de.modalidad","Tipo.de.recepción.de.ofertas","Lugar.de.apertura","Inicio.de.recepción.de.ofertas","Cierre.de.recepción.de.ofertas","Fecha.hora.de.apertura.de.ofertas","Plazo.del.acto.final","Presupuesto.total.estimado","Presupuesto.total.estimado.USD..Opcional.","Fundamento.jurídico"
"373","Funcionarios relacionados con el concurso","Contrato","16/11/2022 18:27","Real","2022CD-000245-0023300001","-","MUNICIPALIDAD DE SAN RAFAEL DE HEREDIA","No","Floribeth Chaves Ramirez","Floribeth Chaves Ramirez","Floribeth Chaves Ramirez","Registro","","20221104135-00","Publicidad del Cierre del IV Trimestre del 2022 de Impuestos y servicios y trabajo realizados por la Municipalidad San Rafael de Heredia 2022.","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","17/11/2022 07:00","21/11/2022 10:00","21/11/2022 10:05","10 Días hábiles","900.000 [CRC]","","Contratación directa de medios de comunicación social (Artículo 2 inc. d) LCA y artículo 139 inciso c) RLCA."
"374","Funcionarios relacionados con el concurso","Adjudicación en firme","17/11/2022 07:22","Real","2022CD-000340-0022030101","-","Municipalidad de Cartago","No","MARCO ANTONIO MONGE HIDALGO","MARCO ANTONIO MONGE HIDALGO","MARCO ANTONIO MONGE HIDALGO","Modificar","20221103893-01","20221103893-00","21695 - Contratación del servicio para actualizar, diseñar e implementar el del Sistema Específico de Valoración del Riesgo de la Municipalidad de Car","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","17/11/2022 07:30","23/11/2022 09:00","23/11/2022 09:05","10 Días hábiles","6.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"375","Funcionarios relacionados con el concurso","Contrato","17/11/2022 11:37","Real","2022CD-000281-0021700001","-","Municipalidad de Heredia","No","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","Registro","","20221104284-00","CONTRATACION DE ALQUILER DE TARIMA, SONIDO Y TOLDOS PARA EVENTO 2DA EDICION FERIA DEL LIBRO PARA LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","22/11/2022 06:00","24/11/2022 08:00","24/11/2022 08:00","10 Días hábiles","2.535.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"376","Funcionarios relacionados con el concurso","Contrato","17/11/2022 11:55","Real","2022CD-000272-0003300001","-","Municipalidad de Moravia","No","JORGE MESEN SOLORZANO","JORGE MESEN SOLORZANO","JORGE MESEN SOLORZANO","Registro","","20221104303-00","Compra e instalación de cámaras de seguridad CCTV para parqueo de la Municipalidad de Moravia","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","17/11/2022 12:00","24/11/2022 08:30","24/11/2022 08:35","10 Días hábiles","4.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"377","Funcionarios relacionados con el concurso","Contrato","17/11/2022 12:21","Real","2022CD-000282-0021700001","-","Municipalidad de Heredia","No","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","Registro","","20221104315-00","CONTRATACIÓN SERVICIO DE ALIMENTACIÓN Y ALQUILER DE MANTELERÍA PARA LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","22/11/2022 06:00","24/11/2022 08:00","24/11/2022 08:00","10 Días hábiles","1.735.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"378","Funcionarios relacionados con el concurso","Contrato","17/11/2022 13:23","Real","2022CD-000028-0004300001","-","MUNICIPALIDAD DE CORREDORES","No","Ericka Maria Castillo Concepción","Ericka Maria Castillo Concepción","Ericka Maria Castillo Concepción","Registro","","20221102586-00","Servicios de auditoría externa a estados financieros de la Municipalidad de Corredores de los períodos 2020 y 2021.","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","17/11/2022 14:00","23/11/2022 10:00","23/11/2022 10:01","10 Días hábiles","9.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"379","Funcionarios relacionados con el concurso","Adjudicación en firme","17/11/2022 13:31","Real","2022CD-000029-0004300001","-","MUNICIPALIDAD DE CORREDORES","No","Ericka Maria Castillo Concepción","Ericka Maria Castillo Concepción","Ericka Maria Castillo Concepción","Registro","","20221103438-00","SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE LOS VEHICULOS LIVIANOS TOYOTA HILUX SM5760 Y KIA SM7293 DE LA MUNICIPALIDAD DE CORREDORES","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","17/11/2022 14:00","23/11/2022 11:00","23/11/2022 11:00","10 Días hábiles","1.185.151,52 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"380","Funcionarios relacionados con el concurso","Apelación o Revocación","17/11/2022 14:11","Real","2022CD-000283-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Registro","","20221104354-00","SERVICIOS PROFESIONALES PARA EL DISEÑO Y ACONDICIONAMIENTO DE LA ANTIGUA COMANDANCIA PARA LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","23/11/2022 07:00","24/11/2022 10:00","24/11/2022 10:00","10 Días hábiles","20.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"381","Funcionarios relacionados con el concurso","Contrato","17/11/2022 14:28","Real","2022CD-000284-0021700001","-","Municipalidad de Heredia","No","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","Modificar","20221104363-01","20221104363-00","CONTRATACION DE SERVICIOS PARA CONFECCION DE LONAS Y BOLSAS DE TELA PARA DESARROLLO DE LA ¿EXPOBICI HEREDIA 2022¿ DE LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","22/11/2022 06:00","24/11/2022 08:00","24/11/2022 08:00","10 Días hábiles","800.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"382","Funcionarios relacionados con el concurso","Contrato","17/11/2022 14:59","Real","2022CD-000140-0019100001","-","Municipalidad de Coto Brus","No","IRIS DE JESUS VINDAS CHAVES","IRIS DE JESUS VINDAS CHAVES","IRIS DE JESUS VINDAS CHAVES","Modificar","20221103923-01 20221103923-02","20221103923-00","COMPRA DE INSUMOS DE TRABAJO PARA EL SERVICIO DE ASEO DE VIAS, RECOLECCION DE RESIDUOS Y CEMENTERIOS DE LA MUNICIPALIDAD DE COTO BRUS","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","18/11/2022 07:00","22/11/2022 13:30","22/11/2022 13:31","6 Días hábiles","4.749.774 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"383","Funcionarios relacionados con el concurso","Contrato","18/11/2022 07:49","Real","2022CD-000076-0003000001","-","Municipalidad del Cantón de Flores","No","Cynthia Alejandra Salas Chavarría","Vivian Barrantes Jimènez","Vivian Barrantes Jimènez","Registro","","20221104011-00","Contratación mantenimiento preventivo y correctivo a los sistemas de aire acondicionados de la Municipalidad de Flores","SERVICIOS","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","18/11/2022 08:30","23/11/2022 09:00","23/11/2022 09:00","10 Días hábiles","3.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"384","Funcionarios relacionados con el concurso","Contrato","18/11/2022 09:08","Real","2022CD-000183-0003900001","-","MUNICIPALIDAD DE NICOYA","No","MARIA AZUCENA RODRIGUEZ JIMENEZ","María Teresa Salas Murillo","MARIA AZUCENA RODRIGUEZ JIMENEZ","Registro","","20221104508-00","Compra de un servidor, una estación de trabajo completa y un Firewall para la Municipalidad de Nicoya.","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","19/11/2022 01:00","22/11/2022 10:00","22/11/2022 10:01","10 Días hábiles","17.750.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"385","Funcionarios relacionados con el concurso","Contrato","18/11/2022 10:54","Real","2022CD-000080-0021911601","-","Municipalidad de Turrubares","No","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","JESUS ALBERTO LOPEZ LOPEZ","Registro","","20221104295-00","“COMPRA DE LLANTAS PARA EL VEHICULO SM-6430 DE LA UNIDAD DE GESTIÓN VIAL DE LA MUNICIPALIDAD DE TURRUBARES”","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","21/11/2022 10:00","24/11/2022 11:00","24/11/2022 11:01","10 Días hábiles","500.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"386","Funcionarios relacionados con el concurso","Contrato","18/11/2022 12:07","Real","2022CD-000286-0021700001","-","Municipalidad de Heredia","No","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","Modificar","20221104595-01","20221104595-00","COMPRA DE HERRAMIENTAS PARA LA MUNICIPALIDAD DE HEREDIA","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","21/11/2022 06:00","28/11/2022 08:00","28/11/2022 08:00","10 Días hábiles","8.597.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"387","Funcionarios relacionados con el concurso","Contrato","18/11/2022 12:48","Real","2022CD-000287-0021700001","-","Municipalidad de Heredia","No","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","Registro","","20221104611-00","CONTRATACION DE SERVICIOS VARIOS (ARCO INFLABLE, CIMARRONA, CONFECCION DE MEDALLA) PARA DESARROLLO DE HEREDIA KLETEA DE LA MUNICIPALIDAD DE HEREDIA","BIENES","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","22/11/2022 06:00","23/11/2022 11:00","23/11/2022 11:00","6 Días hábiles","1.000.001 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"388","Funcionarios relacionados con el concurso","Contrato","18/11/2022 13:30","Real","2022CD-000217-0005500001","-","Municipalidad de Atenas","No","DIANA MARGOT VALERIO VÍQUEZ","DIANA MARGOT VALERIO VÍQUEZ","DIANA MARGOT VALERIO VÍQUEZ","Registro","","20221104635-00","COMPRA DE MATERIALES ELECTRICOS PARA MANTENIMIENTOS DE LAS OFICINAS DE LA MUNICIPALIDAD DE ATENAS,","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","18/11/2022 14:00","22/11/2022 14:00","22/11/2022 14:00","10 Días hábiles","312.642 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"389","Funcionarios relacionados con el concurso","Contrato","18/11/2022 14:33","Real","2022CD-000218-0004100001","-","MUNICIPALIDAD DE SANTO DOMINGO","No","Rocio Alfaro Salazar","Rocio Alfaro Salazar","Rocio Alfaro Salazar","Registro","","20221104670-00","Contratación del desarrollo de instrumentos de gestión administrativa de Recursos Humanos para la Municipalidad de Santo Domingo de Heredia","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","18/11/2022 14:45","24/11/2022 15:00","24/11/2022 15:01","10 Días hábiles","21.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"390","Funcionarios relacionados con el concurso","En evaluación","18/11/2022 15:05","Real","2022LA-000003-0004400001","-","Municipalidad de Golfito","No","KAREN MIRELLI MOYA DIAZ","KAREN MIRELLI MOYA DIAZ","KAREN MIRELLI MOYA DIAZ","Modificar","20221103400-01 20221103400-02","20221103400-00","COMPRA DE EQUIPO Y SOFTWARE II SEMESTRE 2022 PARA USO DE LA MUNICIPALIDAD DE GOLFITO","BIENES/SERVICIOS","LICITACIÓN ABREVIADA","Cantidad definida","En línea","https://www.sicop.go.cr","18/11/2022 15:30","23/12/2022 16:00","23/12/2022 16:00","30 Días hábiles","54.500.000 [CRC]","",NA
"391","Funcionarios relacionados con el concurso","Contrato","18/11/2022 16:22","Real","2022CD-000347-0022030101","-","Municipalidad de Cartago","No","JOSE DAVID SERRANO SMITH","JOSE DAVID SERRANO SMITH","JOSE DAVID SERRANO SMITH","Registro","","20221104434-00","21402 - LA IMPLEMENTACION DE CABLEADO ESTRUCTURADO POR DEMANDA, EN EDIFICIOS DE LA MUNICIPALIDAD DE CARTAGO","BIENES/SERVICIOS","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","18/11/2022 17:00","24/11/2022 07:55","24/11/2022 08:00","10 Días hábiles","10.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"392","Funcionarios relacionados con el concurso","Contrato","21/11/2022 09:41","Real","2022CD-000177-0002200001","-","MUNICIPALIDAD DE MORA","No","GEREMMY DE LOS ANGELES CHAVES MARIN","TATIANA DE LOS ANGELES AGUERO AGUILAR","TATIANA DE LOS ANGELES AGUERO AGUILAR","Registro","","20221104619-00","ALQUILER DE HOSTING DE PÁGINA WEB DE MUNICIPALIDAD DE MORA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","21/11/2022 10:00","28/11/2022 09:00","28/11/2022 09:00","10 Días hábiles","2.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"393","Funcionarios relacionados con el concurso","Desierto/Infructuoso","21/11/2022 11:35","Real","2022CD-000289-0021700001","-","Municipalidad de Heredia","No","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","Registro","","20221104916-00","CONTRATACION SERVICIOS DE CONFECCION E IMPRESIÓN DE ROTULOS PARA LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","24/11/2022 06:00","28/11/2022 08:00","28/11/2022 08:00","10 Días hábiles","960.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"394","Funcionarios relacionados con el concurso","Contrato","21/11/2022 11:56","Real","2022CD-000290-0021700001","-","Municipalidad de Heredia","No","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","Modificar","20221104928-01 20221104928-02","20221104928-00","COMPRA DE BICICLETAS Y ACCESORIOS PARA POLICLETOS DE LA POLICIA DE LA MUNICIPALIDAD DE HEREDIA","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","24/11/2022 06:00","30/11/2022 08:00","30/11/2022 08:00","10 Días hábiles","3.666.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"395","Funcionarios relacionados con el concurso","Contrato","21/11/2022 15:28","Real","2022LA-000015-0002600001","-","Municipalidad de Belén","No","Hazel Rodríguez Vega","HAZEL MARCELA RODRIGUEZ VEGA","HAZEL MARCELA RODRIGUEZ VEGA","Registro","","20221104204-00","Implementacion de Marco de gestión de TI emanado por el MICITT para la Municipalidad","SERVICIOS","LICITACIÓN ABREVIADA","Según demanda","En línea","https://www.sicop.go.cr","22/11/2022 10:00","25/11/2022 10:00","25/11/2022 10:00","10 Días hábiles","130.000.000 [CRC]","",NA
"396","Funcionarios relacionados con el concurso","Contrato","21/11/2022 15:54","Real","2022CD-000056-0021100001","-","MUNICIPALIDAD DE OROTINA","No","Jeffry Miranda Mena","Ana Lucia Chaves Peréz","Jeffry Miranda Mena","Registro","","20221105052-00","CONTRATACION DE EMPRESA PARA CONFECCIONAR UNIFORMES PARA LA MUNICIPALIDAD DE OROTINA, BAJO MODALIDAD SEGÚN DEMANDA","BIENES","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","21/11/2022 16:00","25/11/2022 09:00","25/11/2022 09:05","10 Días hábiles","1 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"397","Funcionarios relacionados con el concurso","Contrato","21/11/2022 16:51","Real","2022CD-000293-0021700001","-","Municipalidad de Heredia","No","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","KIMBERLYN DE LOS ANGELES VILLALOBOS DIAZ","Registro","","20221105086-00","CONTRATACION DE CONCIERTO CON GRUPO MARFIL PARA LA EXPOBICI HEREDIA 2022 DE LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","22/11/2022 06:00","24/11/2022 08:00","24/11/2022 08:00","6 Días hábiles","4.100.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"398","Funcionarios relacionados con el concurso","Contrato","22/11/2022 10:47","Real","2022CD-000047-0027900001","-","MUNICIPALIDAD DE LEON CORTES","No","WILBER CASTRO SALAZAR","WILBER CASTRO SALAZAR","WILBER CASTRO SALAZAR","Registro","","20221105226-00","Compra de aceites para la maquinaria de la UTGVM de la Municipalidad de León Cortés","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","22/11/2022 11:00","25/11/2022 11:00","25/11/2022 11:00","20 Días hábiles","2.253.302 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"399","Funcionarios relacionados con el concurso","Contrato","22/11/2022 15:15","Real","2022CD-001427-0015499999","-","MUNICIPALIDAD DE SAN JOSE","No","Jose Ignacio Aguilar Monge","Jose Ignacio Aguilar Monge","Jose Ignacio Aguilar Monge","Modificar","20221105307-01","20221105307-00","SERVICIO DE NOTIFICACIÓN A CONTRIBUYENTES Y PATENTADOS DE LA MUNICIPALIDAD DE SAN JOSÉ","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","22/11/2022 15:30","25/11/2022 13:00","25/11/2022 13:01","10 Días hábiles","20.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"400","Funcionarios relacionados con el concurso","Desierto/Infructuoso","22/11/2022 15:35","Real","2022CD-000146-0021800611","-","MUNICIPALIDAD DE GARABITO","No","JUAN ALONSO ARAYA ORDOÑEZ","JUAN ALONSO ARAYA ORDOÑEZ","YENIER ALEXANDER DELGADO SANDI","Modificar","20221105383-01","20221105383-00","ACTUALIZACIÓN DEL PLAN MUNICIPAL DE GESTIÓN INTEGRAL DE RESIDUOS SOLIDOS DE LA MUNICIPALIDAD DE GARABITO","SERVICIOS","CONTRATACIÓN DIRECTA","Según demanda","En línea","https://www.sicop.go.cr","22/11/2022 15:40","28/11/2022 08:00","28/11/2022 08:05","3 Días hábiles","2 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"401","Funcionarios relacionados con el concurso","Contrato","22/11/2022 16:01","Real","2022CD-000296-0021700001","-","Municipalidad de Heredia","No","Enio Vargas Arrieta","Enio Vargas Arrieta","Enio Vargas Arrieta","Registro","","20221105398-00","SERVICIOS PROFESIONALES PARA CAPACITACION LEY Nº 9986 DENOMINADA ¿LA NUEVA LEY GENERAL DE CONTRATACION PUBLICA Y SU REGLAMENTO¿ PARA LA MUNICIPALIDAD DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","23/11/2022 07:00","24/11/2022 10:00","24/11/2022 10:00","1 Días hábiles","2.140.000 [CRC]","","Contratación directa para servicios de capacitación (Artículo 2 inc. d) LCA y artículo 139 inciso e) RLCA."
"402","Funcionarios relacionados con el concurso","Contrato","22/11/2022 17:29","Real","2022CD-000044-0003700001","-","MUNICIPALIDAD DE SAN PABLO DE HEREDIA","No","David González Ovares","David González Ovares","David González Ovares","Registro","","20221105426-00","“CONTRATACIÓN PARA REALIZAR REPARACION DE MOTOCICLETA DE POLICIA MUNICIPAL DE MUNICIPALIDAD DE SAN PABLO DE HEREDIA”.","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","22/11/2022 17:35","25/11/2022 10:00","25/11/2022 10:01","6 Días hábiles","400.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"403","Funcionarios relacionados con el concurso","Contrato","23/11/2022 07:33","Real","2022LA-000027-0021000001","-","Municipalidad de Santa Cruz","No","DIANA ISABEL VILLALTA GUTIERREZ","DIANA ISABEL VILLALTA GUTIERREZ","DIANA ISABEL VILLALTA GUTIERREZ","Registro","","20221103530-00","ARRENDAME DE INSTALACIÓN Y GESTIÓN DE UNA SOLUCIÓN DE SEGURIDAD PERIMETRAL PARA LA PROTECCIÓN DE LA INFRAESTRUCTURA DE LA MUNICIPALIDAD DE SANTA CRUZ","BIENES/SERVICIOS","LICITACIÓN ABREVIADA","Arrendamiento de bienes muebles sin opción de compra","En línea","https://www.sicop.go.cr","23/11/2022 10:00","30/11/2022 09:00","30/11/2022 09:00","20 Días hábiles","26.862.679,8 [CRC]","43.515 [USD]",NA
"404","Funcionarios relacionados con el concurso","Adjudicación en firme","23/11/2022 08:26","Real","2022CD-000031-0004300001","-","MUNICIPALIDAD DE CORREDORES","No","REYMOND GONZALEZ ZUÑIGA","REYMOND GONZALEZ ZUÑIGA","REYMOND GONZALEZ ZUÑIGA","Registro","","20221105075-00","COMPRA DE RELOJ MARCADOR PARA CONTROL DE ASISTENCIA DEL PERSONAL DE LA MUNICIPALIDAD DE CORREDORES.","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","23/11/2022 10:00","25/11/2022 10:00","25/11/2022 10:00","10 Días hábiles","825.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"405","Funcionarios relacionados con el concurso","Contrato","23/11/2022 09:30","Real","2022CD-000256-0023300001","-","MUNICIPALIDAD DE SAN RAFAEL DE HEREDIA","No","Floribeth Chaves Ramirez","Floribeth Chaves Ramirez","Floribeth Chaves Ramirez","Registro","","20221105510-00","CONTRATACIÓN DE CAPACITACION DE GESTION DE HABITOS PARA LA COMPETITIVIDAD, INCLUYE ALIMENTACION PARA FUNCIONARIOS MUNICIPALES, DE LA MUNICIPALIDAD DE SAN RAFAEL DE HEREDIA","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","23/11/2022 12:00","28/11/2022 11:00","28/11/2022 11:05","8 Días hábiles","847.650 [CRC]","","Contratación directa para servicios de capacitación (Artículo 2 inc. d) LCA y artículo 139 inciso e) RLCA."
"406","Funcionarios relacionados con el concurso","Contrato","23/11/2022 10:06","Real","2022CD-000071-0022900511","-","Municipalidad de Hojancha","No","WADIH MEJIAS ESPINOZA","WADIH MEJIAS ESPINOZA","WADIH MEJIAS ESPINOZA","Registro","","20221105537-00","Compra de Equipos de cómputo portátil, UPS, refacciones y artículos varios para uso de la Administración Municipalidad de Hojancha","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","28/11/2022 07:30","28/11/2022 10:00","28/11/2022 11:00","10 Días hábiles","2.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"407","Funcionarios relacionados con el concurso","Contrato","23/11/2022 11:11","Real","2022CD-000417-0003600001","-","Municipalidad de San Carlos","No","Nersy Arce Araya","Nersy Arce Araya","Nersy Arce Araya","Registro","","20221105519-00","CONTRATACIÓN DE SERVICIOS JURÍDICOS PARA PROCESO ADMINISTRATIVO DISCIPLINARIO EN LA MUNICIPALIDAD DE SAN CARLOS","SERVICIOS","CONTRATACIÓN DIRECTA","Servicios","En línea","https://www.sicop.go.cr","23/11/2022 17:00","29/11/2022 14:00","29/11/2022 14:00","8 Días hábiles","4.000.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"408","Funcionarios relacionados con el concurso","Contrato","23/11/2022 11:18","Real","2022CD-000034-0004300001","-","MUNICIPALIDAD DE CORREDORES","No","Maria Cecilia Vargas Bolaños","Maria Cecilia Vargas Bolaños","Maria Cecilia Vargas Bolaños","Registro","","20221104484-00","Contratación de servicios de Actualización y Soporte del Sistema Antivirus Endpoint Security Cloud para la Municipalidad de Corredores","SERVICIOS","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","23/11/2022 15:00","29/11/2022 10:00","29/11/2022 15:00","10 Días hábiles","1.680.000 [CRC]","","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)"
"409","Funcionarios relacionados con el concurso","Contrato","23/11/2022 13:41","Real","2022CD-000298-0021700001","-","Municipalidad de Heredia","No","MIUREL FLORES RODRÍGUEZ","MIUREL FLORES RODRÍGUEZ","MIUREL FLORES RODRÍGUEZ","Registro","","20221105613-00","COMPRA DE COMBUSTIBLE PARA VARIOS DEPARTAMENTO DE LA MUNICIPALIDAD DE HEREDIA","BIENES","CONTRATACIÓN DIRECTA","Cantidad definida","En línea","https://www.sicop.go.cr","24/11/2022 10:00","25/11/2022 10:00","25/11/2022 10:00","2 Días naturales","5.300.000 [CRC]","","Contratación directa para compra de combustible en las estaciones de servicios (Artículo 2 inc. d) LCA y artículo 139 inciso n) RLCA."
