"","Estado.del.concurso","Fecha.hora.de.publicación","Número.de.procedimiento","Nombre","Versiones.del.cartel","Versión.en.consulta","Descripción.del.procedimiento","Clasificación.del.objeto","Tipo.de.procedimiento","Tipo.de.modalidad","Inicio.de.recepción.de.ofertas","Cierre.de.recepción.de.ofertas","Fecha.hora.de.apertura.de.ofertas","Plazo.del.acto.final","Presupuesto.total.estimado","Presupuesto.total.estimado.USD..Opcional.","Fundamento.jurídico","cant_cod"
"372","Contrato","17/11/2022 11:55","2022CD-000272-0003300001","Moravia","","20221104303-00","Compra e instalación de cámaras de seguridad CCTV para parqueo de la Municipalidad de Moravia","Bienes/servicios","Contratación directa","Cantidad definida","17/11/2022 12:00","24/11/2022 08:30","24/11/2022 08:35","10 Días hábiles",4e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",114
"373","Contrato","17/11/2022 12:21","2022CD-000282-0021700001","Heredia","","20221104315-00","CONTRATACIÓN SERVICIO DE ALIMENTACIÓN Y ALQUILER DE MANTELERÍA PARA LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Servicios","22/11/2022 06:00","24/11/2022 08:00","24/11/2022 08:00","10 Días hábiles",1735000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"374","Contrato","17/11/2022 13:23","2022CD-000028-0004300001","Corredores","","20221102586-00","Servicios de auditoría externa a estados financieros de la Municipalidad de Corredores de los períodos 2020 y 2021.","Servicios","Contratación directa","Cantidad definida","17/11/2022 14:00","23/11/2022 10:00","23/11/2022 10:01","10 Días hábiles",9e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",610
"375","Adjudicación en firme","17/11/2022 13:31","2022CD-000029-0004300001","Corredores","","20221103438-00","SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE LOS VEHICULOS LIVIANOS TOYOTA HILUX SM5760 Y KIA SM7293 DE LA MUNICIPALIDAD DE CORREDORES","Servicios","Contratación directa","Cantidad definida","17/11/2022 14:00","23/11/2022 11:00","23/11/2022 11:00","10 Días hábiles",1185151.52,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",610
"376","Apelación o Revocación","17/11/2022 14:11","2022CD-000283-0021700001","Heredia","","20221104354-00","SERVICIOS PROFESIONALES PARA EL DISEÑO Y ACONDICIONAMIENTO DE LA ANTIGUA COMANDANCIA PARA LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Servicios","23/11/2022 07:00","24/11/2022 10:00","24/11/2022 10:00","10 Días hábiles",2e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"377","Contrato","17/11/2022 14:28","2022CD-000284-0021700001","Heredia","20221104363-01","20221104363-00","CONTRATACION DE SERVICIOS PARA CONFECCION DE LONAS Y BOLSAS DE TELA PARA DESARROLLO DE LA ¿EXPOBICI HEREDIA 2022¿ DE LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Servicios","22/11/2022 06:00","24/11/2022 08:00","24/11/2022 08:00","10 Días hábiles",8e+05,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"378","Contrato","17/11/2022 14:59","2022CD-000140-0019100001","Coto Brus","20221103923-01 20221103923-02","20221103923-00","COMPRA DE INSUMOS DE TRABAJO PARA EL SERVICIO DE ASEO DE VIAS, RECOLECCION DE RESIDUOS Y CEMENTERIOS DE LA MUNICIPALIDAD DE COTO BRUS","Bienes/servicios","Contratación directa","Cantidad definida","18/11/2022 07:00","22/11/2022 13:30","22/11/2022 13:31","6 Días hábiles",4749774,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",608
"379","Contrato","18/11/2022 07:49","2022CD-000076-0003000001","Flores","","20221104011-00","Contratación mantenimiento preventivo y correctivo a los sistemas de aire acondicionados de la Municipalidad de Flores","Servicios","Contratación directa","Según demanda","18/11/2022 08:30","23/11/2022 09:00","23/11/2022 09:00","10 Días hábiles",3e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",408
"380","Contrato","18/11/2022 09:08","2022CD-000183-0003900001","Nicoya","","20221104508-00","Compra de un servidor, una estación de trabajo completa y un Firewall para la Municipalidad de Nicoya.","Bienes/servicios","Contratación directa","Cantidad definida","19/11/2022 01:00","22/11/2022 10:00","22/11/2022 10:01","10 Días hábiles",17750000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",502
"381","Contrato","18/11/2022 10:54","2022CD-000080-0021911601","Turrubares","","20221104295-00","“COMPRA DE LLANTAS PARA EL VEHICULO SM-6430 DE LA UNIDAD DE GESTIÓN VIAL DE LA MUNICIPALIDAD DE TURRUBARES”","Bienes","Contratación directa","Cantidad definida","21/11/2022 10:00","24/11/2022 11:00","24/11/2022 11:01","10 Días hábiles",5e+05,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",116
"382","Contrato","18/11/2022 12:07","2022CD-000286-0021700001","Heredia","20221104595-01","20221104595-00","COMPRA DE HERRAMIENTAS PARA LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Cantidad definida","21/11/2022 06:00","28/11/2022 08:00","28/11/2022 08:00","10 Días hábiles",8597000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"383","Contrato","18/11/2022 12:48","2022CD-000287-0021700001","Heredia","","20221104611-00","CONTRATACION DE SERVICIOS VARIOS (ARCO INFLABLE, CIMARRONA, CONFECCION DE MEDALLA) PARA DESARROLLO DE HEREDIA KLETEA DE LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Servicios","22/11/2022 06:00","23/11/2022 11:00","23/11/2022 11:00","6 Días hábiles",1000001,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"384","Contrato","18/11/2022 13:30","2022CD-000217-0005500001","Atenas","","20221104635-00","COMPRA DE MATERIALES ELECTRICOS PARA MANTENIMIENTOS DE LAS OFICINAS DE LA MUNICIPALIDAD DE ATENAS,","Bienes","Contratación directa","Cantidad definida","18/11/2022 14:00","22/11/2022 14:00","22/11/2022 14:00","10 Días hábiles",312642,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",205
"385","Contrato","18/11/2022 14:33","2022CD-000218-0004100001","Santo Domingo","","20221104670-00","Contratación del desarrollo de instrumentos de gestión administrativa de Recursos Humanos para la Municipalidad de Santo Domingo de Heredia","Servicios","Contratación directa","Cantidad definida","18/11/2022 14:45","24/11/2022 15:00","24/11/2022 15:01","10 Días hábiles",2.1e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",403
"386","En evaluación","18/11/2022 15:05","2022LA-000003-0004400001","Golfito","20221103400-01 20221103400-02","20221103400-00","COMPRA DE EQUIPO Y SOFTWARE II SEMESTRE 2022 PARA USO DE LA MUNICIPALIDAD DE GOLFITO","Bienes/servicios","Licitación abreviada","Cantidad definida","18/11/2022 15:30","23/12/2022 16:00","23/12/2022 16:00","30 Días hábiles",54500000,"",NA,607
"387","Contrato","18/11/2022 16:22","2022CD-000347-0022030101","Cartago","","20221104434-00","21402 - LA IMPLEMENTACION DE CABLEADO ESTRUCTURADO POR DEMANDA, EN EDIFICIOS DE LA MUNICIPALIDAD DE CARTAGO","Bienes/servicios","Contratación directa","Según demanda","18/11/2022 17:00","24/11/2022 07:55","24/11/2022 08:00","10 Días hábiles",1e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",301
"388","Contrato","21/11/2022 09:41","2022CD-000177-0002200001","Mora","","20221104619-00","ALQUILER DE HOSTING DE PÁGINA WEB DE MUNICIPALIDAD DE MORA","Servicios","Contratación directa","Servicios","21/11/2022 10:00","28/11/2022 09:00","28/11/2022 09:00","10 Días hábiles",2e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",107
"389","Desierto/Infructuoso","21/11/2022 11:35","2022CD-000289-0021700001","Heredia","","20221104916-00","CONTRATACION SERVICIOS DE CONFECCION E IMPRESIÓN DE ROTULOS PARA LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Servicios","24/11/2022 06:00","28/11/2022 08:00","28/11/2022 08:00","10 Días hábiles",960000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"390","Contrato","21/11/2022 11:56","2022CD-000290-0021700001","Heredia","20221104928-01 20221104928-02","20221104928-00","COMPRA DE BICICLETAS Y ACCESORIOS PARA POLICLETOS DE LA POLICIA DE LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Cantidad definida","24/11/2022 06:00","30/11/2022 08:00","30/11/2022 08:00","10 Días hábiles",3666000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"391","Contrato","21/11/2022 15:28","2022LA-000015-0002600001","Belen","","20221104204-00","Implementacion de Marco de gestión de TI emanado por el MICITT para la Municipalidad","Servicios","Licitación abreviada","Según demanda","22/11/2022 10:00","25/11/2022 10:00","25/11/2022 10:00","10 Días hábiles",1.3e+08,"",NA,407
"392","Contrato","21/11/2022 15:54","2022CD-000056-0021100001","Orotina","","20221105052-00","CONTRATACION DE EMPRESA PARA CONFECCIONAR UNIFORMES PARA LA MUNICIPALIDAD DE OROTINA, BAJO MODALIDAD SEGÚN DEMANDA","Bienes","Contratación directa","Según demanda","21/11/2022 16:00","25/11/2022 09:00","25/11/2022 09:05","10 Días hábiles",1,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",209
"393","Contrato","21/11/2022 16:51","2022CD-000293-0021700001","Heredia","","20221105086-00","CONTRATACION DE CONCIERTO CON GRUPO MARFIL PARA LA EXPOBICI HEREDIA 2022 DE LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Servicios","22/11/2022 06:00","24/11/2022 08:00","24/11/2022 08:00","6 Días hábiles",4100000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"394","Contrato","22/11/2022 10:47","2022CD-000047-0027900001","Leon Cortes Castro","","20221105226-00","Compra de aceites para la maquinaria de la UTGVM de la Municipalidad de León Cortés","Bienes","Contratación directa","Cantidad definida","22/11/2022 11:00","25/11/2022 11:00","25/11/2022 11:00","20 Días hábiles",2253302,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",120
"395","Contrato","22/11/2022 15:15","2022CD-001427-0015499999","San Jose","20221105307-01","20221105307-00","SERVICIO DE NOTIFICACIÓN A CONTRIBUYENTES Y PATENTADOS DE LA MUNICIPALIDAD DE SAN JOSÉ","Servicios","Contratación directa","Cantidad definida","22/11/2022 15:30","25/11/2022 13:00","25/11/2022 13:01","10 Días hábiles",2e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",101
"396","Desierto/Infructuoso","22/11/2022 15:35","2022CD-000146-0021800611","Garabito","20221105383-01","20221105383-00","ACTUALIZACIÓN DEL PLAN MUNICIPAL DE GESTIÓN INTEGRAL DE RESIDUOS SOLIDOS DE LA MUNICIPALIDAD DE GARABITO","Servicios","Contratación directa","Según demanda","22/11/2022 15:40","28/11/2022 08:00","28/11/2022 08:05","3 Días hábiles",2,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",611
"397","Contrato","22/11/2022 16:01","2022CD-000296-0021700001","Heredia","","20221105398-00","SERVICIOS PROFESIONALES PARA CAPACITACION LEY Nº 9986 DENOMINADA ¿LA NUEVA LEY GENERAL DE CONTRATACION PUBLICA Y SU REGLAMENTO¿ PARA LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Servicios","23/11/2022 07:00","24/11/2022 10:00","24/11/2022 10:00","1 Días hábiles",2140000,"","Contratación directa para servicios de capacitación (Artículo 2 inc. d) LCA y artículo 139 inciso e) RLCA.",401
"398","Contrato","22/11/2022 17:29","2022CD-000044-0003700001","San Pablo","","20221105426-00","“CONTRATACIÓN PARA REALIZAR REPARACION DE MOTOCICLETA DE POLICIA MUNICIPAL DE MUNICIPALIDAD DE SAN PABLO DE HEREDIA”.","Bienes","Contratación directa","Cantidad definida","22/11/2022 17:35","25/11/2022 10:00","25/11/2022 10:01","6 Días hábiles",4e+05,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",409
"399","Contrato","23/11/2022 07:33","2022LA-000027-0021000001","Santa Cruz","","20221103530-00","ARRENDAME DE INSTALACIÓN Y GESTIÓN DE UNA SOLUCIÓN DE SEGURIDAD PERIMETRAL PARA LA PROTECCIÓN DE LA INFRAESTRUCTURA DE LA MUNICIPALIDAD DE SANTA CRUZ","Bienes/servicios","Licitación abreviada","Arrendamiento de bienes muebles sin opción de compra","23/11/2022 10:00","30/11/2022 09:00","30/11/2022 09:00","20 Días hábiles",26862679.8,"43.515 [USD]",NA,503
"400","Adjudicación en firme","23/11/2022 08:26","2022CD-000031-0004300001","Corredores","","20221105075-00","COMPRA DE RELOJ MARCADOR PARA CONTROL DE ASISTENCIA DEL PERSONAL DE LA MUNICIPALIDAD DE CORREDORES.","Bienes","Contratación directa","Cantidad definida","23/11/2022 10:00","25/11/2022 10:00","25/11/2022 10:00","10 Días hábiles",825000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",610
"401","Contrato","23/11/2022 09:30","2022CD-000256-0023300001","San Rafael","","20221105510-00","CONTRATACIÓN DE CAPACITACION DE GESTION DE HABITOS PARA LA COMPETITIVIDAD, INCLUYE ALIMENTACION PARA FUNCIONARIOS MUNICIPALES, DE LA MUNICIPALIDAD DE SAN RAFAEL DE HEREDIA","Servicios","Contratación directa","Servicios","23/11/2022 12:00","28/11/2022 11:00","28/11/2022 11:05","8 Días hábiles",847650,"","Contratación directa para servicios de capacitación (Artículo 2 inc. d) LCA y artículo 139 inciso e) RLCA.",405
"402","Contrato","23/11/2022 10:06","2022CD-000071-0022900511","Hojancha","","20221105537-00","Compra de Equipos de cómputo portátil, UPS, refacciones y artículos varios para uso de la Administración Municipalidad de Hojancha","Bienes","Contratación directa","Cantidad definida","28/11/2022 07:30","28/11/2022 10:00","28/11/2022 11:00","10 Días hábiles",2e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",511
"403","Contrato","23/11/2022 11:11","2022CD-000417-0003600001","San Carlos","","20221105519-00","CONTRATACIÓN DE SERVICIOS JURÍDICOS PARA PROCESO ADMINISTRATIVO DISCIPLINARIO EN LA MUNICIPALIDAD DE SAN CARLOS","Servicios","Contratación directa","Servicios","23/11/2022 17:00","29/11/2022 14:00","29/11/2022 14:00","8 Días hábiles",4e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",210
"404","Contrato","23/11/2022 11:18","2022CD-000034-0004300001","Corredores","","20221104484-00","Contratación de servicios de Actualización y Soporte del Sistema Antivirus Endpoint Security Cloud para la Municipalidad de Corredores","Servicios","Contratación directa","Cantidad definida","23/11/2022 15:00","29/11/2022 10:00","29/11/2022 15:00","10 Días hábiles",1680000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",610
"405","Contrato","23/11/2022 13:41","2022CD-000298-0021700001","Heredia","","20221105613-00","COMPRA DE COMBUSTIBLE PARA VARIOS DEPARTAMENTO DE LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Cantidad definida","24/11/2022 10:00","25/11/2022 10:00","25/11/2022 10:00","2 Días naturales",5300000,"","Contratación directa para compra de combustible en las estaciones de servicios (Artículo 2 inc. d) LCA y artículo 139 inciso n) RLCA.",401
"406","Contrato","23/11/2022 16:28","2022CD-000301-0021700001","Heredia","","20221105718-00","CONTRATACION DE ACTIVIDADES PARA 2DA EDICION DE FERIA DEL LIBRO DE LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Servicios","24/11/2022 06:00","28/11/2022 08:00","28/11/2022 08:00","6 Días hábiles",1150000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"407","Contrato","23/11/2022 16:40","2022LA-000039-0021700001","Heredia","20221105730-01","20221105730-00","CAMBIO Y MEJORAMIENTO DEL CABLEADO ESTRUCTURADO DEL EDIFICIO ADMINISTRATIVO DE LA MUNICIPALIDAD DE HEREDIA","Bienes","Licitación abreviada","Servicios","14/12/2022 07:00","15/12/2022 10:00","15/12/2022 10:00","20 Días hábiles",3.3e+07,"",NA,401
"408","Contrato","23/11/2022 16:40","2022CD-000302-0021700001","Heredia","","20221105733-00","CONTRATACION DE ALQUILER DE DISPENSADORES DE AGUA PARA LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Servicios","24/11/2022 06:00","28/11/2022 08:00","28/11/2022 08:00","6 Días hábiles",2976509.6,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"409","Contrato","24/11/2022 07:58","2022CD-000035-0004300001","Corredores","","20221104524-00","Compra de equipo de cómputo para la Municipalidad de Corredores","Bienes","Contratación directa","Cantidad definida","24/11/2022 10:00","30/11/2022 10:00","30/11/2022 10:00","10 Días hábiles",14950000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",610
"410","Desierto/Infructuoso","24/11/2022 08:29","2022CD-000303-0021700001","Heredia","","20221105784-00","CONTRATACION DE ACTIVIDAD BAILE DE LA MELCOCHA EN CELEBRACIÓN AL CANTONATO DE HEREDIA 2022 PARA LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Servicios","25/11/2022 06:00","28/11/2022 08:00","28/11/2022 08:00","4 Días hábiles",1500000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"411","Contrato","24/11/2022 08:38","2022CD-000304-0021700001","Heredia","","20221105796-00","CONTRATACION DE SERVICIOS VARIOS (ALQUILER DE TARIMA, CIMARRONA, Y CONFECCION DE ADHESIVOS) PARA DESARROLLO DE LA ¿VUELTA CICLISTICA 2022¿ DE LA MUNICIPALIDAD DE HEREDIA","Servicios","Contratación directa","Servicios","25/11/2022 06:00","28/11/2022 08:00","28/11/2022 08:00","4 Días hábiles",1285000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"412","Contrato","24/11/2022 08:42","2022CD-000184-0002200001","Mora","","20221105396-00","MEJORAS DE OFICINA DE GESTIÓN DE TALENTO HUMANO, MUNICIPALIDAD DE MORA","Servicios","Contratación directa","Servicios","24/11/2022 10:00","09/12/2022 10:00","09/12/2022 10:00","10 Días hábiles",1071811,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",107
"413","Contrato","24/11/2022 11:21","2022CD-000074-0022900511","Hojancha","","20221105866-00","Contratacion de Asistente para la Auditoría interna de la Municipalidad de Hojancha","Servicios","Contratación especial","Sin definir","25/11/2022 07:30","25/11/2022 14:00","25/11/2022 15:00","5 Días hábiles",7e+05,"","Artículo 139.-Objetos de naturaleza o circunstancia concurrente incompatibles con el concurso. p) Asesoría a Auditorías Internas:",511
"414","En apertura","24/11/2022 11:53","2022CD-000249-0003200001","Carrillo","","20221103962-00","ADQUISICIÓN DE BOTAS Y ZAPATOS DE SEGURIDAD PARA FUNCIONARIOS OPERATIVOS DE LA MUNICIPALIDAD DE CARRILLO 2022","Bienes","Contratación directa","Según demanda","24/11/2022 13:00","30/11/2022 13:30","30/11/2022 14:00","10 Días hábiles",16682095,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",505
"415","Contrato","24/11/2022 13:41","2022CD-000075-0022900511","Hojancha","","20221105927-00","Compra de Servicio de alimentación para la Municipalidad de Hojancha","Servicios","Contratación especial","Sin definir","25/11/2022 07:30","25/11/2022 15:00","25/11/2022 15:00","10 Días hábiles",5e+05,"","Artículo 139.-Objetos de naturaleza o circunstancia concurrente incompatibles con el concurso. a) Oferente único",511
"416","Contrato","24/11/2022 16:46","2022CD-000053-0019400001","Osa","","20221106030-00","Adquisición de una licencia de software para monitoreo y control de la infraestructura de red de la Municipalidad de Osa","Bienes","Contratación directa","Cantidad definida","25/11/2022 08:00","30/11/2022 08:00","30/11/2022 08:05","6 Días hábiles",1600000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",605
"417","Contrato","24/11/2022 17:08","2022CD-000054-0019400001","Osa","","20221106015-00","SERVICIO DE ATENCIÓN DE INCIDENCIAS, ACTUALIZACIONES AL SISTEMA DECSIS EN LA MUNICIPALIDAD DE OSA PARA EL PERIODO 2023","Servicios","Contratación directa","Servicios","25/11/2022 13:00","30/11/2022 15:00","30/11/2022 15:05","8 Días hábiles",14880000,"","Contratación directa por ser oferente único (Artículo 2 inc. d LCA y artículo 139 inciso a RLCA).",605
"418","Contrato","25/11/2022 07:43","2022CD-000305-0021700001","Heredia","","20221106068-00","COMPRA DE ANDAMIO PARA LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Cantidad definida","28/11/2022 06:00","30/11/2022 11:00","30/11/2022 11:00","6 Días hábiles",997000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"419","Contrato","25/11/2022 07:57","2022CD-000306-0021700001","Heredia","","20221106076-00","CONTRATACION DE SERVICIOS VARIOS (ARCO INFLABLE, CIMARRONA) PARA DESARROLLO DE LA ¿HEREDIA KLETEA¿ DE LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Servicios","28/11/2022 06:00","30/11/2022 08:00","30/11/2022 08:00","6 Días hábiles",5e+05,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"420","Contrato","25/11/2022 10:46","2022CD-001469-0015499999","San Jose","20221106150-01","20221106150-00","Consultoría en la implementación de labores administrativas y gobernanza de información geográfica de la Municipalidad de San José","Servicios","Contratación directa","Servicios","25/11/2022 11:00","29/11/2022 11:00","29/11/2022 11:01","10 Días hábiles",1.4e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",101
"421","Contrato","25/11/2022 13:28","2022CD-000251-0000700001","Grecia","","20221106199-00","Reparación de tanqueta para distribución de agua potable del Acueducto de la Municipalidad de Grecia","Servicios","Contratación directa","Servicios","25/11/2022 14:00","29/11/2022 08:00","29/11/2022 08:00","4 Días hábiles",1e+06,"","Contratación directa para reparaciones indeterminadas (Artículo 2 inc. d) LCA y artículo 139 inciso g) RLCA.",203
"422","Contrato","25/11/2022 14:42","2022CD-000065-0021100001","Orotina","","20221106233-00","CONTRATACION DE SERVICIOS PROFESIONALES PARA ACTUALIZAR EL MANUAL DE PUESTOS Y MANUAL ORGANIZACIONAL DE LA MUNICIPALIDAD DE OROTINA","Servicios","Contratación directa","Cantidad definida","25/11/2022 16:00","30/11/2022 09:00","30/11/2022 09:05","10 Días hábiles",6e+06,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",209
"423","Desierto/Infructuoso","25/11/2022 15:26","2022CD-000279-0023570101","Limon","","20221106261-00","Contratación de Servicios jurídicos penales para la Municipalidad de Limón.","Servicios","Contratación directa","Servicios","25/11/2022 15:30","29/11/2022 12:25","29/11/2022 12:30","10 Días hábiles",3e+06,"","Contratación directa de atención urgente de gestiones judiciales (Artículo 2 inc. d) LCA y artículo 139 inciso f) RLCA.",701
"424","Desierto/Infructuoso","25/11/2022 16:03","2022CD-000308-0021700001","Heredia","","20221106276-00","COMPRA DE REJILLAS CON ACCESORIOS PARA LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Cantidad definida","28/11/2022 06:00","30/11/2022 08:00","30/11/2022 08:00","6 Días hábiles",466050,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"425","Contrato","26/11/2022 15:03","2022CD-000362-0032000702","Pococi","20221106306-01 20221106306-02 20221106306-03","20221106306-00","Adquisición de pólizas de vehículos y maquinaria de la Municipalidad de Pococi","Servicios","Contratación directa","Cantidad definida","26/11/2022 15:30","30/11/2022 15:00","30/11/2022 15:01","9 Días hábiles",20903386,"","Contratación directa de actividad contractual desarrollada entre sujetos de derecho público (Artículo 2 inc. c) LCA y artículo 138 RLCA.",702
"426","Contrato","28/11/2022 10:42","2022CD-000071-0027900001","Leon Cortes Castro","20221106382-01","20221106382-00","Recauche para llantas de la maquinaria de la UTGVM de la Municipalidad de León Cortés","Bienes/servicios","Contratación directa","Cantidad definida","28/11/2022 10:45","12/12/2022 09:00","12/12/2022 09:00","15 Días hábiles",2408000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",120
"427","En evaluación","28/11/2022 11:40","2022CD-000309-0021700001","Heredia","","20221106411-00","COMPRA DE PAPEL HIGIENICO ENTREGAS POR DEMANDA PARA LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Según demanda","29/11/2022 12:00","30/11/2022 10:00","30/11/2022 10:00","4 Días hábiles",1137,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"428","Contrato","28/11/2022 12:23","2022CD-000237-0003400001","Montes de Oca","20221106430-01 20221106430-02","20221106430-00","COMPRA DE PERCOLADORES DISPENSADORES DE CAFÉ PARA LA MUNICIPALIDAD DE MONTES DE OCA","Bienes","Contratación directa","Cantidad definida","28/11/2022 13:00","29/11/2022 13:00","29/11/2022 13:00","10 Días hábiles",250000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",115
"429","Nulidad absoluta","28/11/2022 16:45","2022LN-000003-0024100001","Goicoechea","20221106311-01 20221106311-02 20221106311-03","20221106311-00","Migracion de sistemas Legados de la Municipalidad de Goicoechea","Servicios","Licitación pública nacional","Cantidad definida","28/11/2022 23:59","28/12/2022 08:01","28/12/2022 08:02","30 Días hábiles",2.59e+08,"",NA,108
"430","Apelación o Revocación","28/11/2022 17:09","2022CD-000310-0021700001","Heredia","20221106531-01 20221106531-02","20221106531-00","SUMINISTRO E INSTALACION DE ELEVADOR EN EDIFICIO ADMINISTRATIVO DE LA MUNICIPALIDAD DE HEREDIA","Bienes","Contratación directa","Servicios","15/12/2022 07:00","16/12/2022 10:00","16/12/2022 10:00","10 Días hábiles",3e+07,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
"431","Contrato","29/11/2022 08:01","2022CD-000297-0003300001","Moravia","","20221105793-00","Mantenimiento del edificio administrativo de la Municipalidad de Moravia","Obra publica","Contratación directa","Cantidad definida","29/11/2022 09:00","14/12/2022 09:00","14/12/2022 09:05","10 Días hábiles",10225100,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",114
"432","Desierto/Infructuoso","29/11/2022 08:26","2022LA-000008-0004300001","Corredores","","20221104079-00","Adquisición de bienes y servicios de Partidas Especificas de la Municipalidad de Corredores","Bienes/servicios","Licitación abreviada","Cantidad definida","29/11/2022 10:00","19/12/2022 10:00","19/12/2022 10:00","18 Días hábiles",24271725.68,"",NA,610
"433","Adjudicación en firme","29/11/2022 09:27","2022CD-000311-0021700001","Heredia","20221106587-01 20221106587-02","20221106587-00","MEJORAS EN SALON COMUNAL IMAS DE ULLOA PARA LA MUNICIPALIDAD DE HEREDIA","Bienes/servicios","Contratación directa","Servicios","15/12/2022 07:00","16/12/2022 10:00","16/12/2022 10:00","10 Días hábiles",21410000,"","Contratación directa por escasa cuantía (art.2 inc. h) LCA y art. 144 RLCA)",401
